,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,Rawson,-43.3002,-65.1023,57.97,64,0,15.59,AR,1612748310
359,Mabaruma,8.2,-59.7833,72.97,97,100,3.56,GY,1612748420
360,Fort Nelson,58.8053,-122.7002,-16.6,69,90,10.36,CA,1612748421
361,Massakory,12.996,15.7293,65.17,24,60,10.31,TD,1612748422
362,Malbork,54.0359,19.0266,7.0,100,10,13.38,PL,1612748423
363,Balyqshy,47.0667,51.8667,6.8,78,0,11.18,KZ,1612748424
364,Maceió,-9.6658,-35.7353,75.2,94,40,5.75,BR,1612748359
365,Kudahuvadhoo,2.6708,72.8944,81.18,74,6,16.06,MV,1612748303
366,Khani,41.9563,42.9566,46.4,87,75,8.05,GE,1612748428
367,Lamar,33.6668,-95.5836,39.99,87,1,11.5,US,1612748429
368,Banff,51.1762,-115.5698,-2.2,78,100,3.44,CA,1612748430
369,Tiptūr,13.2586,76.4783,59.79,64,93,6.26,IN,1612748431
370,Clyde River,70.4692,-68.5914,-5.8,84,20,14.97,CA,1612748432
371,Uglovskoye,51.3557,80.1942,28.22,95,100,14.12,RU,1612748433
372,Mincivan,39.0294,46.7185,49.78,47,100,3.98,AZ,1612748435
373,Yangi Marg`ilon,40.4272,71.7189,39.2,81,58,2.3,UZ,1612748223
374,Zelenoborskiy,66.845,32.3622,12.99,93,0,8.14,RU,1612748437
375,Río Gallegos,-51.6226,-69.2181,62.6,48,0,17.27,AR,1612748438
376,Saint-Philippe,-21.3585,55.7679,80.6,61,90,8.05,RE,1612748439
377,Chokurdakh,70.6333,147.9167,-14.03,89,100,7.09,RU,1612748440
378,Mweka,-4.85,21.5667,67.91,96,100,0.6,CD,1612748441
379,Waldoboro,44.0954,-69.3756,28.4,93,90,11.5,US,1612748442
380,Moerai,-22.4333,-151.3333,82.18,68,16,8.28,PF,1612748444
381,Bambous Virieux,-20.3428,57.7575,79.0,83,40,5.75,MU,1612748445
382,Coahuayana Viejo,18.7333,-103.6833,69.8,83,1,1.59,MX,1612748446
383,Edd,13.9297,41.6925,71.92,80,68,2.51,ER,1612748447
384,Moranbah,-22.0016,148.0466,94.69,40,27,4.32,AU,1612748448
385,Ostrovnoy,68.0531,39.5131,17.13,94,100,11.61,RU,1612748449
386,Morant Bay,17.8815,-76.4093,78.8,69,20,14.97,JM,1612748451
387,Cockburn Town,21.4612,-71.1419,77.0,83,20,11.5,TC,1612748449
388,Leningradskiy,69.3833,178.4167,-15.84,86,4,8.37,RU,1612748202
389,San Martín,-33.081,-68.4681,73.4,68,75,10.36,AR,1612748454
390,Nizhnevartovsk,60.9344,76.5531,10.4,85,75,11.18,RU,1612748455
391,Susanville,40.4163,-120.653,48.2,46,1,4.61,US,1612748236
392,Kavieng,-2.5744,150.7967,85.01,70,26,7.87,PG,1612748457
393,Owando,-0.4819,15.8999,73.62,84,99,2.62,CG,1612748458
394,Bodden Town,19.2833,-81.25,80.01,69,0,6.91,KY,1612748460
395,Lokosovo,61.1333,74.8167,4.19,92,100,12.06,RU,1612748461
396,Joshīmath,30.5667,79.5667,49.06,27,0,8.37,IN,1612748462
397,Banjarmasin,-3.3244,114.591,82.4,83,40,4.36,ID,1612748464
398,Kimbe,-5.5502,150.1429,84.04,76,39,7.0,PG,1612748465
399,Airai,-8.9266,125.4092,71.28,85,100,3.96,TL,1612748466
400,Anshun,26.25,105.9333,45.01,79,100,13.2,CN,1612748467
401,Kuching,1.55,110.3333,78.8,89,40,2.3,MY,1612748468
402,Onega,63.9061,38.1404,-5.35,92,81,5.75,RU,1612748469
403,Bougouni,11.417,-7.479,73.11,21,20,8.3,ML,1612748471
404,Minot,48.2325,-101.2963,-14.01,63,1,9.22,US,1612748199
405,Ambon City,-3.6954,128.1814,89.6,66,40,5.75,ID,1612748473
406,Lucapa,-8.4192,20.7447,65.62,90,100,3.0,AO,1612748266
407,Mahibadhoo,3.7833,72.9667,81.05,74,30,14.12,MV,1612748475
408,Laguna,38.421,-121.4238,62.6,39,1,3.44,US,1612748476
409,Mercedes,-34.6515,-59.4307,73.0,80,0,12.82,AR,1612748200
410,Kahului,20.8947,-156.47,77.0,53,20,13.8,US,1612748305
411,Balabac,7.9868,117.0645,82.17,75,100,5.59,PH,1612748480
412,Piteå,65.3172,21.4794,17.6,86,90,11.5,SE,1612748481
413,Kasongo,-4.45,26.6667,69.64,97,100,1.52,CD,1612748482
414,Broome,42.2506,-75.833,15.8,57,1,16.11,US,1612748303
415,Chui,-33.6971,-53.4616,64.87,82,16,6.15,UY,1612748484
416,Lavrentiya,65.5833,-171.0,-8.91,85,5,9.15,RU,1612748486
417,Kununurra,-15.7667,128.7333,87.8,79,40,8.05,AU,1612748487
418,Samarai,-10.6167,150.6667,85.59,69,80,1.03,PG,1612748488
419,Quatre Cocos,-20.2078,57.7625,79.0,83,40,5.75,MU,1612748489
420,Maniitsoq,65.4167,-52.9,25.09,79,0,16.84,GL,1612748490
421,Semey,50.4111,80.2275,28.4,86,40,11.18,KZ,1612748491
422,Taitung City,22.7583,121.1444,75.2,57,20,4.61,TW,1612748492
423,Tres Arroyos,-38.3739,-60.2798,55.02,81,74,10.98,AR,1612748493
424,Kaeo,-35.1,173.7833,73.99,66,89,10.0,NZ,1612748495
425,Mlonggo,-6.5333,110.7,80.6,83,20,4.61,ID,1612748496
426,Tuatapere,-46.1333,167.6833,68.67,58,100,4.25,NZ,1612748497
427,Uusikaupunki,60.8004,21.4084,19.4,86,90,4.61,FI,1612748498
428,Esim,4.8699,-2.2405,79.86,88,7,9.8,GH,1612748321
429,Lagoa,39.05,-27.9833,57.9,81,15,21.5,PT,1612748500
430,Priekule,56.4468,21.5897,3.2,92,0,5.75,LV,1612748501
431,Lakes Entrance,-37.8811,147.981,70.0,52,96,1.99,AU,1612748503
432,Nicolet,46.2168,-72.6158,24.8,80,100,5.75,CA,1612748504
433,Biak,-0.9131,122.8766,83.84,66,100,0.78,ID,1612748505
434,Waingapu,-9.6567,120.2641,84.52,71,100,8.97,ID,1612748470
435,Pangkalanbuun,-2.6833,111.6167,84.58,72,100,3.09,ID,1612748507
436,Nouadhibou,20.931,-17.0347,62.6,77,0,19.57,MR,1612748208
437,Leh,34.1667,77.5833,11.73,59,62,1.74,IN,1612748509
438,Meulaboh,4.1363,96.1285,80.8,75,100,3.49,ID,1612748510
439,Alexandria,31.2156,29.9553,55.4,94,74,3.44,EG,1612748512
440,Vlădeni,47.7167,26.5167,25.0,100,90,11.5,RO,1612748513
441,Lábrea,-7.2586,-64.7981,76.6,93,100,1.57,BR,1612748514
442,Vila Velha,-20.3297,-40.2925,69.8,94,90,5.75,BR,1612748364
443,Highland,34.1283,-117.2086,69.8,23,20,9.22,US,1612748337
444,Molodizhne,48.1773,32.6601,14.0,79,90,11.18,UA,1612748517
445,Beira,-19.8436,34.8389,76.6,87,16,4.25,MZ,1612748519
446,Caconda,-13.7333,15.0667,59.2,65,99,3.2,AO,1612748520
447,Annau,37.8876,58.516,51.8,87,75,2.3,TM,1612748521
448,Tulagi,-9.0996,160.1476,84.49,74,0,13.8,SB,1612748522
449,Sisimiut,66.9395,-53.6735,24.3,79,1,16.35,GL,1612748523
450,Maués,-3.3836,-57.7186,75.72,94,100,1.36,BR,1612748524
451,Luba,3.4568,8.5547,77.0,83,20,2.3,GQ,1612748525
452,Vestmannaeyjar,63.4427,-20.2734,39.36,73,100,24.49,IS,1612748227
453,Zheleznodorozhnyy,55.7503,38.0042,1.4,78,40,6.71,RU,1612748528
454,Vredendal,-31.6683,18.5012,56.17,85,0,2.73,ZA,1612748529
455,Carbonia,39.1672,8.5222,51.8,87,20,9.22,IT,1612748530
456,Port Lincoln,-34.7333,135.8667,65.46,69,52,15.64,AU,1612748531
457,Dongzhen,22.3797,110.9389,77.0,66,80,2.42,CN,1612748532
458,Yining,29.0361,114.5636,50.59,86,100,5.28,CN,1612748533
459,Ruteng,-8.6136,120.4721,73.47,81,98,3.29,ID,1612748534
460,Jumla,29.2747,82.1838,37.9,52,0,5.66,NP,1612748389
461,Pisco,-13.7,-76.2167,71.6,83,75,8.05,PE,1612748315
462,Oulu,65.0124,25.4682,-2.2,84,0,3.44,FI,1612748538
463,Ust-Tsilma,65.441,52.1498,-16.89,86,100,11.03,RU,1612748539
464,San Quintín,30.4833,-115.95,59.68,74,0,7.25,MX,1612748437
465,Kuytun,54.3419,101.5036,16.52,93,99,2.15,RU,1612748542
466,Batemans Bay,-35.7167,150.1833,69.01,67,41,3.0,AU,1612748449
467,Walvis Bay,-22.9575,14.5053,64.0,88,97,12.66,NA,1612748544
468,Juàzeirinho,-6.8167,-38.05,79.07,69,66,8.52,BR,1612748545
469,Oistins,13.0667,-59.5333,77.0,69,20,17.27,BB,1612748546
470,Pilar,-9.5972,-35.9567,75.2,94,40,5.75,BR,1612748547
471,Saint-Augustin,51.226,-58.6502,16.59,92,2,10.2,CA,1612748548
472,Okha,53.5739,142.9478,19.24,97,100,21.45,RU,1612748550
473,Talnakh,69.4865,88.3972,-16.91,77,55,3.44,RU,1612748551
474,Vao,-22.6667,167.4833,78.17,76,46,3.11,NC,1612748552
475,Alta Floresta,-9.8756,-56.0861,69.46,98,100,0.72,BR,1612748553
476,Saint-Leu,-21.15,55.2833,80.6,61,90,8.05,RE,1612748554
477,Guerrero Negro,27.9769,-114.0611,62.22,66,0,11.41,MX,1612748556
478,Beringovskiy,63.05,179.3167,5.94,94,100,16.44,RU,1612748551
479,Sangar,63.9242,127.4739,-26.36,81,0,0.63,RU,1612748558
480,Kushmurun,52.4503,64.6311,0.01,91,81,9.73,KZ,1612748559
481,Niamey,13.5137,2.1098,75.2,16,2,6.91,NE,1612748560
482,Matara,5.9485,80.5353,75.99,88,22,4.12,LK,1612748489
483,Umm Hājar,13.2954,19.6966,63.57,25,85,10.11,TD,1612748562
484,Cayenne,4.9333,-52.3333,78.8,83,90,4.61,GF,1612748564
485,Poltavka,54.3663,71.7632,3.16,93,8,9.95,RU,1612748565
486,Horasan,40.0458,42.1728,16.97,88,49,0.51,TR,1612748566
487,Saldanha,-33.0117,17.9442,62.6,72,0,9.22,ZA,1612748567
488,Salinópolis,-0.6136,-47.3561,78.55,88,12,9.62,BR,1612748568
489,Prestea,5.4327,-2.1428,75.97,94,83,4.27,GH,1612748570
490,Khorixas,-20.3667,14.9667,68.36,44,100,2.35,NA,1612748571
491,Grand Forks,47.9417,-97.4337,-11.2,70,1,6.91,US,1612748572
492,Sistranda,63.7256,8.834,23.0,93,75,8.05,NO,1612748574
493,Haysville,37.5645,-97.3523,19.99,93,90,8.05,US,1612748575
494,Talcahuano,-36.7167,-73.1167,59.0,88,20,4.61,CL,1612748576
495,Beyneu,45.3167,55.2,22.14,86,90,13.96,KZ,1612748577
496,Nuuk,64.1835,-51.7216,30.2,40,20,4.61,GL,1612748430
497,Zheshart,62.0731,49.5733,-20.49,85,100,9.57,RU,1612748579
498,Sovetskiy,61.3614,63.5842,-14.55,89,100,6.17,RU,1612748581
499,Narsaq,60.9167,-46.05,37.4,30,91,43.73,GL,1612748582
500,Inhambane,-23.865,35.3833,77.85,87,96,7.99,MZ,1612748583
501,Richards Bay,-28.783,32.0377,74.46,92,100,6.15,ZA,1612748584
502,Misratah,32.3754,15.0925,66.6,54,100,16.26,LY,1612748585
503,Salalah,17.0151,54.0924,69.8,73,20,5.75,OM,1612748586
504,Svetlaya,46.5389,138.3297,10.62,82,66,14.2,RU,1612748587
505,Rivadavia,-33.1905,-68.4608,73.4,68,75,10.36,AR,1612748589
506,Tofield,53.3668,-112.6686,-23.8,91,100,2.3,CA,1612748590
507,Isla Mujeres,21.2311,-86.731,79.0,83,40,6.91,MX,1612748591
508,Coyhaique,-45.5752,-72.0662,66.2,48,0,8.05,CL,1612748572
509,Vadsø,70.0744,29.7487,21.2,86,90,19.57,NO,1612748593
510,Moroto,2.5345,34.6666,67.98,61,89,3.27,UG,1612748594
511,Bonthe,7.5264,-12.505,78.58,83,67,3.76,SL,1612748595
512,Zhezkazgan,47.8043,67.7144,31.82,99,100,25.7,KZ,1612748596
513,Evensk,61.95,159.2333,12.38,92,100,46.64,RU,1612748598
514,Haines Junction,60.7522,-137.5108,-16.6,69,0,1.14,CA,1612748599
515,Jiuquan,39.7432,98.5174,30.31,73,100,4.0,CN,1612748600
516,Malartic,48.1335,-78.1328,3.2,78,1,3.44,CA,1612748601
517,Atar,20.5169,-13.0499,57.07,39,0,8.55,MR,1612748602
518,Khasan,42.4308,130.6434,11.57,86,0,23.49,RU,1612748603
519,Sampit,-2.5333,112.95,84.43,76,100,1.5,ID,1612748581
520,Severo-Kuril'sk,50.6789,156.125,25.81,92,79,20.47,RU,1612748605
521,Slonim,53.0867,25.3219,3.31,89,82,13.82,BY,1612748607
522,Muscat,23.6139,58.5922,66.2,72,0,3.44,OM,1612748403
523,Constitución,-35.3333,-72.4167,57.49,91,2,7.11,CL,1612748609
524,Tarakan,3.3,117.6333,84.2,79,40,5.75,ID,1612748610
525,Manggar,-2.8833,108.2667,82.53,75,100,12.41,ID,1612748587
526,Solnechnyy,50.7214,136.6319,4.66,88,100,1.12,RU,1612748588
527,Östersund,63.1792,14.6357,15.8,86,90,4.61,SE,1612748613
528,Eyl,7.9803,49.8164,72.91,84,2,14.52,SO,1612748615
529,Noumea,-22.2763,166.4572,86.0,66,40,11.5,NC,1612748616
530,Markova,48.6758,24.4138,26.15,97,100,4.88,UA,1612748617
531,Abirāmam,9.4667,78.45,71.6,78,20,8.05,IN,1612748618
532,Tigil',57.8,158.6667,26.98,91,0,21.56,RU,1612748619
533,Sakaiminato,35.55,133.2333,41.0,87,75,10.36,JP,1612748620
534,Fairbanks,64.8378,-147.7164,-11.99,76,1,3.56,US,1612748622
535,Assiut,27.181,31.1837,51.8,82,0,4.61,EG,1612748610
536,Sarankhola,22.3082,89.7897,63.66,49,0,6.8,BD,1612748624
537,Alice Springs,-23.7,133.8833,87.8,22,0,13.8,AU,1612748534
538,Neryungri,56.6709,124.6491,-16.02,84,18,0.87,RU,1612748626
539,Port Blair,11.6667,92.75,79.43,74,2,12.93,IN,1612748576
540,Pagudpud,18.5616,120.7868,82.4,74,75,3.44,PH,1612748628
541,Ribe,55.3305,8.7697,27.0,80,75,19.57,DK,1612748629
542,Iqaluit,63.7506,-68.5145,30.2,74,90,14.97,CA,1612748403
543,Broken Hill,-31.95,141.4333,75.2,33,0,12.66,AU,1612748632
544,Le Port,-20.9373,55.2919,75.2,83,75,8.05,RE,1612748633
545,Emerald,-23.5333,148.1667,91.99,62,0,4.61,AU,1612748634
546,Tura,25.5198,90.2201,63.45,40,0,2.53,IN,1612748635
547,Buraidah,26.326,43.975,51.8,100,40,5.75,SA,1612748636
548,Zhigansk,66.7697,123.3711,-28.52,79,0,5.55,RU,1612748638
549,Puerto Carreño,6.189,-67.4859,84.04,56,100,9.35,CO,1612748600
550,Ilo,-17.6394,-71.3375,71.4,82,99,4.99,PE,1612748640
551,Kupang,-10.1667,123.5833,82.4,89,40,8.05,ID,1612748641
552,Panguna,-6.3164,155.4848,80.94,80,46,2.73,PG,1612748642
553,Parfen'yevo,58.484,43.4088,-21.21,85,0,8.12,RU,1612748644
554,Rūdbār,30.15,62.6,56.21,33,16,6.91,AF,1612748645
555,Sinnamary,5.3833,-52.95,77.95,83,100,13.56,GF,1612748637
556,Linköping,58.4109,15.6216,3.2,85,75,1.14,SE,1612748647
557,Madison,34.7334,-86.5667,35.01,86,90,4.61,US,1612748258
558,Bahir Dar,11.5936,37.3908,56.43,39,0,3.71,ET,1612748649
559,Zunyi,27.6867,106.9072,50.34,85,100,1.68,CN,1612748650
560,Lompoc,34.6391,-120.4579,60.01,77,1,5.75,US,1612748652
561,Lykhivka,48.6874,33.9228,17.96,85,100,10.54,UA,1612748653
562,Te Anau,-45.4167,167.7167,67.8,57,100,5.99,NZ,1612748654
563,Korla,41.7597,86.1469,31.64,77,92,4.05,CN,1612748655
564,Pata,17.7152,121.5018,78.85,80,48,3.24,PH,1612748656
565,Porto-Novo,6.4965,2.6036,84.2,84,40,12.66,BJ,1612748657
566,Kayerkan,69.3497,87.7602,-18.51,81,81,6.69,RU,1612748659
567,Riyadh,24.6877,46.7219,55.4,71,0,9.22,SA,1612748660
568,Mattru,7.6244,-11.8332,75.4,90,32,0.92,SL,1612748661
569,Kovdor,67.5662,30.4758,7.5,95,95,6.29,RU,1612748662
570,Kampong Chhnang,12.1667,104.55,81.81,67,42,5.55,KH,1612748663
571,Kilakarai,9.2333,78.7833,73.62,75,93,17.36,IN,1612748664
572,Shellbrook,53.2168,-106.4011,-25.6,62,1,6.91,CA,1612748665
573,Lālmohan,22.3384,90.7419,65.5,51,0,13.53,BD,1612748667
574,Esqueda,30.7167,-109.5833,56.7,36,0,8.39,MX,1612748668
575,Gawler,-34.6,138.7333,73.0,49,0,5.99,AU,1612748669
576,Łazy Bledowskie,50.35,19.4167,19.0,91,100,11.01,PL,1612748670
577,Aksu,41.1231,80.2644,25.57,88,0,1.77,CN,1612748630
578,Kavaratti,10.5669,72.642,81.48,67,95,9.1,IN,1612748672
579,Yaring,6.8662,101.3689,77.0,83,40,6.91,TH,1612748673
580,Cham,47.1821,8.4636,37.0,93,90,2.42,CH,1612748674
581,Safi,32.2994,-9.2372,57.6,75,0,7.67,MA,1612748676
582,Burgersdorp,-30.9977,26.3286,64.67,79,0,5.79,ZA,1612748677
583,Takanabe,32.1333,131.5,55.4,41,40,17.27,JP,1612748678
